month,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station,PM2.5
11,14,58.0,16.0,28.0,400.0,59.3334,14.0,1012.0,-6.3,0.0,2.3,SW,Wanshouxigong,36.0
5,18,44.0,10.0,18.0,700.0,213.0,27.9,1013.4,0.6,0.0,3.4,ESE,Aotizhongxin,38.0
4,7,49.0,3.0,42.0,700.0,45.0,9.2,1003.1,1.8,0.0,1.7,ESE,Changping,38.0
1,5,178.0,84.0,,4700.0,,-5.9,1023.7,-16.8,0.0,1.3,NE,Aotizhongxin,175.0
7,8,106.0,8.0,83.0,,25.4898,32.3,990.1,19.2,0.0,3.2,NNE,Wanshouxigong,29.0
8,9,24.0,2.0,41.0,900.0,45.0,21.3,1009.1,19.0,0.0,1.2,NE,Wanshouxigong,4.0
2,22,31.0,9.0,27.0,500.0,62.0,6.4,1015.1,-11.8,0.0,1.6,NNW,Nongzhanguan,31.0
6,7,181.0,14.0,62.0,2000.0,2.0,22.2,1000.1,18.4,0.0,0.6,NNW,Wanliu,218.0
1,17,63.0,6.0,6.0,300.0,49.0,-1.1,1026.3,-22.5,0.0,1.7,WSW,Wanshouxigong,17.0
4,2,25.0,2.0,27.0,300.0,63.0,10.9,1006.5,-1.5,0.0,1.8,N,Wanliu,20.0
3,14,204.0,55.0,73.0,3000.0,18.0,14.4,1002.4,5.7,0.0,1.4,E,Changping,254.0
12,7,38.0,5.0,41.0,1200.0,15.0,-4.0,1020.9,-6.1,0.0,1.3,NW,Huairou,38.0
10,3,101.0,6.0,92.0,1000.0,2.0,10.1,1012.3,8.9,0.0,0.6,NNE,Aotizhongxin,87.0
3,10,213.0,40.0,144.0,1600.0,4.0,14.3,1024.8,0.2,0.0,1.2,ENE,Wanliu,141.0
8,23,75.0,5.0,20.0,1100.0,124.0,28.1,997.3,22.8,0.0,1.9,SW,Wanshouxigong,75.0
3,20,108.0,17.0,59.0,800.0,49.0,6.1,1019.7,-17.9,0.0,5.1,WSW,Guanyuan,63.0
11,23,44.0,3.0,74.0,1200.0,6.0,-4.0,1032.7,-5.0,0.2,0.8,ESE,Aotizhongxin,44.0
9,0,91.0,3.0,78.0,600.0,,16.4,1015.8,12.6,0.0,1.2,NE,Shunyi,47.0
10,3,48.0,2.0,24.0,800.0,32.0,10.0,1016.0,9.2,0.3,1.6,NE,Wanshouxigong,48.0
7,20,55.0,2.0,45.0,900.0,130.0,27.5,1003.0,21.3,0.0,1.9,W,Guanyuan,44.0
6,3,129.0,10.0,52.0,1800.0,51.0,21.0,1003.3,16.6,0.0,1.4,ENE,Nongzhanguan,129.0
12,3,216.0,59.0,132.0,5700.0,17.0,-1.6,1022.7,-4.8,0.0,1.0,NE,Nongzhanguan,195.0
11,20,216.0,33.0,116.0,3400.0,1.0,5.6,1015.2,-3.8,0.0,0.6,WSW,Tiantan,233.0
9,22,100.0,4.0,57.0,1000.0,73.0,18.8,1010.9,12.5,0.0,0.7,NNE,Changping,81.0
9,12,46.0,14.0,45.0,1400.0,71.0,24.2,1012.0,16.2,0.0,0.9,SSE,Dongsi,67.0
1,14,82.0,37.0,85.0,1500.0,25.0,1.6,1022.3,-19.0,0.0,1.7,SE,Tiantan,70.0
1,13,166.0,95.0,111.0,2500.0,13.0,4.0,1014.0,-13.4,0.0,0.1,NNW,Guanyuan,166.0
3,13,221.0,77.0,97.0,2300.0,34.0,7.2,1013.9,-10.1,0.0,1.8,SW,Nongzhanguan,220.0
2,19,169.0,14.0,45.0,1900.0,12.0,2.0,1012.0,1.0,0.0,0.4,,Gucheng,169.0
5,8,211.0,15.0,27.0,700.0,46.0,21.1,1010.3,9.7,0.0,0.8,ESE,Dingling,48.0
5,22,140.0,5.0,67.0,1300.0,34.0,18.5,999.6,17.2,0.0,0.5,SSE,Guanyuan,102.0
3,9,25.0,5.0,58.0,600.0,29.0,15.9,1017.0,-11.6,0.0,2.1,N,Tiantan,11.0
7,4,104.0,3.0,15.0,1200.0,34.0,25.5,997.7,22.8,0.0,1.3,E,Dingling,145.0
8,19,90.0,2.0,33.0,1400.0,190.0,30.6,1002.7,23.8,0.0,1.5,SSW,Wanliu,90.0
1,13,43.0,48.0,24.0,500.0,68.0,2.4,1023.1,-9.5,0.0,1.4,S,Tiantan,32.0
1,7,45.0,12.0,68.0,700.0,8.0,-5.3,1028.0,-24.8,0.0,1.8,NNW,Tiantan,13.0
4,6,115.0,14.0,41.0,900.0,28.0,10.1,1002.1,6.4,0.0,1.1,SE,Changping,151.0
7,14,69.0,2.0,11.0,500.0,193.0,35.0,1003.6,22.7,0.0,2.9,S,Shunyi,69.0
8,9,27.0,2.0,45.0,500.0,50.0,26.5,1002.7,19.6,0.0,1.4,ENE,Tiantan,25.0
5,15,46.0,4.0,10.0,300.0,109.0,21.6,1001.9,-9.1,0.0,3.5,S,Huairou,18.0
1,2,9.0,2.0,2.0,200.0,76.0,-6.72,1029.0,-25.6,0.0,0.6,NE,Huairou,3.0
8,7,83.0,2.0,79.0,1200.0,2.0,24.9,1003.2,22.8,0.0,1.5,E,Wanshouxigong,48.0
10,1,336.0,7.0,150.0,2900.0,2.0,13.4,1015.2,12.6,0.0,1.1,NE,Dongsi,312.0
6,6,127.0,3.0,67.0,2399.0,2.0,21.8,990.5,20.4,0.0,0.9,ENE,Gucheng,161.0
4,15,166.0,35.0,46.0,1200.0,109.0,23.0,1001.9,13.2,0.0,4.1,SW,Wanliu,179.0
12,9,129.0,12.0,70.0,3200.0,3.0,-7.4,1022.0,-14.7,0.0,1.7,NNW,Changping,101.0
8,0,134.0,8.0,44.0,1400.0,84.0,27.2,995.5,24.7,0.3,2.9,SSW,Nongzhanguan,209.0
5,0,56.0,2.0,28.0,500.0,60.0,21.5,998.0,-2.4,0.0,2.5,E,Dingling,56.0
3,21,254.0,56.0,109.0,2000.0,17.0,6.7,1011.9,-2.7,0.0,0.7,SE,Dongsi,217.0
1,2,30.0,15.0,53.0,700.0,38.0,-3.74,1019.6,-22.1,0.0,1.6,SE,Gucheng,11.0
10,23,344.0,8.0,96.0,3000.0,36.0,17.2,1011.9,14.3,0.0,1.2,ESE,Changping,344.0
5,4,134.0,16.0,44.0,800.0,107.0,20.1,1009.3,11.0,0.0,0.9,SSW,Guanyuan,98.0
6,18,144.0,4.0,55.0,1800.0,197.0,27.2,997.2,23.4,0.3,2.1,S,Shunyi,190.0
8,9,49.0,9.0,76.0,700.0,16.0,28.6,994.5,9.3,0.0,2.2,N,Tiantan,27.0
1,13,6.0,15.0,63.0,400.0,54.0,9.6,1011.3,-18.5,0.0,0.9,E,Wanliu,10.0
2,14,121.0,37.0,79.0,1200.0,53.0,5.5,1017.2,-17.7,0.0,1.3,ESE,Guanyuan,121.0
4,16,316.0,37.0,79.0,2200.0,279.0,24.9,1004.0,11.5,0.0,1.5,S,Dingling,346.0
9,4,84.0,3.0,109.0,1100.0,2.0,20.5,1012.8,15.5,0.0,1.2,ENE,Nongzhanguan,64.0
8,19,77.0,7.0,33.0,900.0,227.0,32.6,1003.9,21.5,0.0,1.5,E,Guanyuan,54.0
7,9,245.0,24.0,54.0,1800.0,67.0,27.2,1001.7,22.8,0.0,1.6,E,Dongsi,245.0
7,21,109.0,5.0,27.0,1200.0,124.0,28.6,998.4,22.6,0.0,0.6,ESE,Changping,97.0
10,3,5.0,3.9984,25.6625,,36.414,7.5,1017.6,0.9,0.0,0.5,NE,Dingling,3.0
3,6,24.0,6.0,30.0,400.0,42.0,2.1,1018.0,-16.4,0.0,1.1,ENE,Wanshouxigong,7.0
3,3,150.0,93.0,114.0,2600.0,107.0,6.6,1010.7,0.7,0.0,0.4,NNW,Nongzhanguan,208.0
3,16,34.0,2.0,11.0,200.0,122.0,21.9,1010.7,-13.9,0.0,2.9,WSW,Dongsi,12.0
7,23,106.0,2.0,14.0,600.0,160.0,28.2,1003.7,24.8,0.2,1.2,W,Tiantan,60.0
1,1,171.0,40.0,101.0,3200.0,3.0,-4.6,1025.0,-11.9,0.0,1.7,NW,Gucheng,168.0
2,3,27.0,7.0,18.0,500.0,76.0,-1.9,1031.6,-23.1,0.0,1.8,NE,Tiantan,12.0
5,3,50.0,14.0,35.0,1400.0,38.0,13.3,1013.0,5.4,0.0,2.0,SSE,Nongzhanguan,50.0
12,20,22.0,22.0,72.0,1000.0,21.0,2.6,1029.1,-10.3,0.0,1.6,NNW,Aotizhongxin,22.0
8,16,61.0,3.0,15.0,500.0,249.0,33.9,995.1,12.8,0.0,3.4,SSE,Dingling,30.0
3,23,29.0,30.0,62.0,600.0,22.0,-0.2,1030.5,-17.4,0.0,1.4,ENE,Wanliu,15.0
8,7,36.0,6.0,29.0,800.0,94.0,24.9,1006.0,16.6,0.0,1.0,N,Dongsi,36.0
3,21,68.0,27.0,91.0,1000.0,9.0,3.6,1022.7,-16.7,0.0,2.6,SW,Wanliu,38.0
5,23,67.0,11.0,59.0,,36.6282,20.1,1008.3,2.9,0.0,0.8,E,Tiantan,34.0
12,9,183.0,29.0,57.0,3500.0,2.0,3.7,1017.1,-9.3,0.0,1.1,NE,Tiantan,164.0
4,3,166.0,12.0,39.0,500.0,31.0,14.0,1004.6,-5.2,0.0,3.5,WSW,Dongsi,45.0
6,9,100.0,55.0,13.0,1399.0,111.0,24.0,1000.5,15.2,0.0,1.2,SSE,Changping,13.0
10,1,64.0,4.0,29.0,900.0,37.0,10.8,1015.8,9.2,0.0,1.0,N,Nongzhanguan,64.0
11,23,55.0,17.0,60.0,700.0,,7.4,1022.7,-13.6,0.0,0.7,NW,Wanshouxigong,33.0
5,9,210.0,25.0,100.0,1000.0,22.0,21.8,1003.4,14.2,0.0,0.7,SSW,Wanliu,139.0
6,14,51.0,5.0,16.0,500.0,217.0,33.0,985.7,13.1,0.0,2.3,SSE,Dingling,26.0
9,11,38.0,2.0,29.0,400.0,63.0,26.7,999.8,14.5,0.0,1.3,SSW,Gucheng,22.0
12,19,119.0,11.0,89.0,2900.0,5.0,-1.5,1028.2,-4.7,0.0,1.3,E,Aotizhongxin,119.0
5,7,116.0,2.0,89.0,900.0,4.0,18.4,1005.3,9.2,0.0,1.2,NNE,Tiantan,45.0
4,11,17.0,4.0,5.0,300.0,84.0,14.2,1002.3,-3.6,0.0,2.6,S,Dingling,10.0
7,16,169.0,17.0,22.0,1000.0,271.0,34.2,997.2,20.2,0.0,2.1,SSW,Gucheng,104.0
10,22,172.0,3.0,46.0,2000.0,2.0,15.4,1009.2,14.3,0.0,1.1,W,Huairou,156.0
6,7,190.0,8.0,60.0,1300.0,11.0,24.2,997.6,20.9,0.0,1.0,NE,Wanliu,190.0
8,6,98.0,2.0,56.0,700.0,4.0,30.0,1001.2,27.0,0.0,1.3,SW,Wanshouxigong,97.0
4,4,120.0,20.0,70.0,1000.0,2.0,4.5,1014.7,1.9,0.0,0.6,NNE,Guanyuan,111.0
2,8,157.0,25.0,72.0,3100.0,7.0,0.0,1012.8,-3.2,0.0,0.9,ESE,Nongzhanguan,157.0
12,8,261.0,41.0,93.0,3800.0,2.0,-6.8,1025.8,-7.9,0.0,0.4,ESE,Dongsi,246.0
9,9,107.0,13.0,70.0,1600.0,7.0,23.9,1013.0,16.9,0.0,1.4,NE,Aotizhongxin,94.0
7,2,102.0,14.0,53.0,1000.0,43.0,24.8,1004.6,19.0,0.0,1.5,ESE,Dongsi,83.0
6,8,79.0,2.0,36.0,800.0,71.0,25.0,1003.2,17.5,0.0,1.8,N,Shunyi,76.0
2,0,41.0,20.0,80.0,1800.0,3.0,1.0,1025.7,-11.1,0.0,2.3,E,Shunyi,79.0
9,23,118.0,11.0,70.0,2000.0,24.0,18.1,1013.0,15.5,0.0,1.0,SW,Dongsi,92.0
7,22,21.0,2.0,30.0,700.0,102.0,23.7,997.6,21.6,1.3,1.7,SSE,Nongzhanguan,21.0
3,11,56.0,5.0,11.0,300.0,87.0,15.3,1016.2,-18.9,0.0,3.9,NW,Aotizhongxin,6.0
11,19,135.0,30.0,89.0,1800.0,,1.9,1017.4,-5.5,0.0,0.2,WSW,Wanshouxigong,90.0
7,4,29.0,3.0,11.0,400.0,57.0,24.6,998.7,21.7,0.0,1.7,ESE,Shunyi,29.0
5,22,77.0,13.0,52.0,1100.0,72.0,22.6,1005.0,7.2,0.0,0.6,WNW,Wanshouxigong,32.0
11,19,22.0,2.0,41.0,500.0,21.0,1.4,1026.5,0.4,0.1,1.6,NE,Guanyuan,22.0
10,5,18.0,1.0,16.0,300.0,20.9916,0.0,1019.9,-1.8,0.0,1.0,WNW,Huairou,15.0
10,4,37.0,8.0,53.0,800.0,11.0,3.7,1024.7,1.9,0.0,0.5,N,Dongsi,32.0
11,0,6.0,2.0,19.0,200.0,58.0,4.1,1013.0,-13.7,0.0,2.0,N,Guanyuan,6.0
12,10,142.0,45.0,77.0,2200.0,3.0,-1.5,1024.2,-13.7,0.0,1.3,SSW,Changping,99.0
2,10,312.0,54.0,91.0,400.0,14.0,2.7,1015.5,-10.2,0.0,1.2,E,Nongzhanguan,312.0
4,2,57.0,3.0,58.0,700.0,13.0,10.9,1016.4,10.0,0.0,1.5,ENE,Dongsi,34.0
3,13,224.0,96.0,76.0,2200.0,54.0,12.0,1005.9,-3.0,0.0,0.5,NNE,Dingling,202.0
10,15,157.0,18.0,112.0,1900.0,26.9892,13.3,1020.4,4.7,0.0,1.0,SW,Guanyuan,107.0
10,21,350.0,2.0,140.0,2600.0,21.0,15.4,1014.0,13.2,0.0,0.8,NNE,Shunyi,350.0
8,7,21.0,2.0,47.0,500.0,4.0,16.2,1009.1,13.9,0.0,0.8,NE,Wanliu,12.0
10,4,59.0,2.5704,32.6427,,21.2058,6.4,1017.6,1.9,0.0,1.3,N,Dingling,46.0
4,8,49.0,11.0,47.0,1399.0,13.0,11.2,1013.1,-7.1,0.0,1.9,E,Shunyi,33.0
7,22,32.0,8.0,43.0,200.0,69.0,25.5,996.7,13.4,0.0,0.4,E,Wanliu,9.0
1,16,410.0,39.0,140.0,4500.0,9.0,0.0,1018.0,-6.0,0.0,2.6,ESE,Tiantan,410.0
2,10,21.0,27.0,16.0,400.0,66.0,1.7,1026.9,-18.3,0.0,2.5,NNE,Shunyi,13.0
9,3,209.0,3.0,,1600.0,,20.4,1007.8,18.2,0.0,0.7,E,Gucheng,209.0
10,0,32.0,2.0,45.0,800.0,19.0,9.5,1019.4,7.3,0.9,2.2,SW,Wanshouxigong,32.0
7,17,63.0,7.0,29.0,700.0,181.0,26.1,987.3,17.2,0.1,2.0,NW,Wanshouxigong,22.0
1,22,327.0,77.0,154.0,5900.0,2.0,-4.0,1015.0,-9.2,0.0,0.7,W,Wanliu,257.0
8,19,87.0,17.0,28.0,1200.0,174.0,26.3,1001.9,24.0,0.3,0.9,WNW,Wanshouxigong,61.0
2,5,73.0,11.0,52.0,1400.0,5.0,-3.1,1023.2,-8.6,0.0,0.5,E,Dongsi,60.0
5,20,149.0,9.0,32.0,700.0,150.0,22.0,1000.0,8.5,0.0,1.4,SSE,Dingling,72.0
2,20,32.0,7.0,55.0,600.0,45.0,5.6,1019.1,-15.7,0.0,2.1,ENE,Nongzhanguan,23.0
3,22,37.0,3.0,48.0,300.0,50.0,14.4,1016.8,-11.2,0.0,1.7,NNE,Wanliu,4.0
12,1,297.0,18.0,111.0,5000.0,2.0,0.8,1017.7,-0.4,0.8,0.5,ESE,Gucheng,297.0
11,21,157.0,7.0,91.0,1800.0,2.3562,7.5,1020.5,6.0,0.0,0.6,SE,Tiantan,196.0
7,2,11.0,3.0,4.0,400.0,109.0,24.3,992.4,21.8,0.0,2.6,ESE,Dingling,18.0
2,1,46.0,14.0,10.0,800.0,37.0,-4.8,1019.7,-26.2,0.0,1.3,N,Dingling,38.0
11,22,8.0,3.0,8.0,,66.6162,6.2,1019.0,-14.0,0.0,1.3,NNW,Gucheng,4.0
5,19,128.0,7.0,19.0,500.0,168.0,27.3,994.6,14.7,0.0,3.1,SSE,Changping,77.0
6,20,68.0,2.0,30.0,600.0,122.0,31.9,996.5,10.6,0.0,1.3,NNE,Changping,28.0
11,19,465.0,40.0,163.0,3900.0,3.0,5.1,1012.0,-0.1,0.0,0.4,NE,Gucheng,338.0
5,2,19.0,4.0,15.0,300.0,96.0,14.3,993.9,2.8,0.0,4.4,WNW,Wanshouxigong,8.0
8,8,152.0,5.0,77.0,1800.0,4.0,22.7,1010.2,21.0,0.0,1.0,E,Guanyuan,152.0
4,0,235.0,6.0,116.0,1100.0,18.0,14.9,1008.3,6.5,0.0,0.0,N,Gucheng,84.0
10,8,38.0,4.0,54.0,500.0,2.0,7.9,1013.5,-3.0,0.0,1.0,NNE,Shunyi,13.0
6,15,22.0,8.0,17.0,200.0,163.0,31.3,1002.3,12.1,0.0,2.1,SSW,Aotizhongxin,14.0
9,7,182.0,12.0,83.0,1800.0,17.0,18.7,1006.5,16.8,0.0,1.8,ENE,Guanyuan,182.0
5,0,75.0,2.0,34.0,400.0,17.0,11.6,997.6,7.1,0.0,0.9,NE,Changping,46.0
4,14,239.0,47.0,42.0,1399.0,156.0,18.5,1002.3,0.6,0.0,4.0,SSE,Changping,153.0
7,8,13.0,2.0,12.0,500.0,81.0,20.4,996.0,18.5,0.1,2.0,NNE,Changping,13.0
2,18,26.0,9.0,28.0,400.0,79.0,8.0,1024.0,-13.0,0.0,1.3,SSW,Wanshouxigong,20.0
10,8,102.0,7.0,98.0,1400.0,4.0,14.0,1014.0,8.2,0.0,1.0,ENE,Nongzhanguan,98.0
5,7,104.0,2.0,61.0,500.0,10.0,18.5,1015.2,-5.6,0.0,2.0,WNW,Tiantan,21.0
7,10,68.0,2.0,30.0,1100.0,73.0,26.3,1001.1,21.5,0.0,2.0,ESE,Guanyuan,63.0
6,9,137.0,2.0,49.0,1100.0,40.0,23.2,1001.0,20.0,0.0,1.0,ENE,Guanyuan,137.0
6,2,11.0,3.7128,33.6692,500.0,64.0,20.6,996.9,20.1,0.0,1.0,NNE,Wanliu,34.0
3,8,75.0,51.0,71.0,2399.0,12.0,-0.3,1012.8,-11.4,0.0,0.5,NNW,Changping,58.0
8,15,160.0,15.0,42.0,800.0,210.0,30.9,1004.2,19.9,0.0,1.9,SW,Wanliu,83.0
12,2,36.0,20.0,8.0,400.0,56.0,4.0,1024.0,-14.8,0.0,7.5,WNW,Dingling,14.0
8,21,154.0,2.0,31.0,800.0,128.0,30.2,997.3,25.0,0.0,0.8,S,Gucheng,113.0
5,7,19.0,17.0,28.0,400.0,81.0,21.8,994.6,5.2,0.0,1.5,W,Gucheng,10.0
2,20,18.0,5.0,2.0,300.0,90.0,2.5,1020.0,-18.3,0.0,2.0,N,Dingling,13.0
1,4,23.0,19.0,47.0,600.0,21.0,-4.0,1029.0,-22.6,0.0,1.6,N,Nongzhanguan,11.0
2,7,139.0,4.0,77.0,2600.0,2.0,0.6,1019.6,-6.3,0.0,0.7,NNE,Tiantan,97.0
6,13,8.0,2.0,13.0,100.0,111.0,30.9,1001.1,5.3,0.0,4.0,NW,Aotizhongxin,8.0
11,4,102.0,24.0,75.0,3800.0,4.0,-0.3,1022.0,-6.7,0.0,0.0,N,Gucheng,61.0
8,10,5.0,3.0,20.0,500.0,123.0,30.8,999.4,16.0,0.0,2.4,NW,Wanshouxigong,3.0
8,14,40.0,18.0,27.0,700.0,137.0,31.6,996.3,15.5,0.0,1.1,SE,Changping,37.0
2,22,13.0,3.0,22.0,300.0,61.0,-1.4,1031.6,-20.4,0.0,3.5,NNE,Guanyuan,11.0
10,7,85.0,,17.0399,,4.9266,13.0,1004.5,10.9,0.0,0.5,WNW,Dingling,85.0
9,13,231.0,22.0,160.0,1900.0,58.0,24.6,1004.3,12.2,0.0,0.9,SW,Guanyuan,172.0
12,2,41.0,2.0,28.0,1200.0,13.0,-5.9,1019.8,-11.2,0.0,1.2,WNW,Huairou,39.0
5,20,76.0,2.0,37.0,300.0,119.0,26.9,1005.3,2.0,0.0,2.7,SW,Wanshouxigong,23.0
4,4,180.0,32.0,94.0,1400.0,4.0,9.4,1011.5,5.6,0.0,0.5,ENE,Shunyi,138.0
12,2,37.0,15.0,58.0,1700.0,1.0,-4.6,1023.0,-19.2,0.0,0.9,ENE,Tiantan,43.0
4,9,180.0,30.0,117.0,1500.0,14.0,16.4,995.7,4.7,0.0,0.6,SSW,Aotizhongxin,169.0
4,23,54.0,6.0,58.0,600.0,18.0,3.8,1018.1,1.7,0.0,2.2,WSW,Wanliu,46.0
11,11,130.0,25.0,40.0,700.0,8.0,9.7,1009.7,-8.4,0.0,1.5,NNE,Guanyuan,39.0
1,11,21.0,9.0,35.0,800.0,48.0,-4.34,1033.0,-20.9,0.0,0.8,NE,Wanliu,9.0
10,18,226.0,11.0,54.0,1400.0,148.0,22.1,1005.9,15.7,0.0,0.4,E,Nongzhanguan,204.0
1,14,7.0,5.0,16.0,300.0,70.0,7.0,1021.0,-17.9,0.0,1.7,E,Gucheng,7.0
8,20,22.0,2.0,22.0,500.0,54.0,19.6,1000.3,17.6,0.0,1.7,WNW,Huairou,18.0
8,0,77.0,15.0,26.0,2100.0,87.0,23.4,1004.0,18.3,0.0,1.2,E,Tiantan,77.0
6,9,29.0,3.0,53.0,500.0,5.0,21.0,1008.5,15.8,0.0,0.7,NNE,Guanyuan,18.0
1,7,316.0,54.0,120.0,5200.0,13.0,-7.0,1019.0,-14.8,0.0,1.6,E,Tiantan,316.0
7,3,95.0,,38.5964,,47.0,23.9,1002.2,23.2,0.0,0.1,SE,Dongsi,127.0
7,23,77.0,2.0,28.0,900.0,49.0,21.7,995.4,17.3,0.0,1.3,NW,Huairou,53.0
2,22,64.0,31.0,96.0,1500.0,11.0,1.1,1020.9,-11.7,0.0,1.1,W,Gucheng,56.0
8,11,116.0,6.0,13.0,1200.0,150.0,30.2,1000.7,21.3,0.0,1.2,S,Huairou,84.0
4,12,153.0,14.0,40.0,700.0,122.0,22.6,1003.6,11.9,0.0,2.8,ESE,Dingling,112.0
3,17,272.0,62.0,70.0,1800.0,194.0,21.0,998.4,3.2,0.0,2.0,SE,Changping,219.0
4,21,42.0,26.0,55.0,1000.0,69.0,14.3,1013.5,2.8,0.0,2.1,ESE,Huairou,89.0
7,1,67.0,7.0,94.0,500.0,14.0,23.5,990.0,20.6,0.0,0.6,SSW,Aotizhongxin,25.0
6,3,30.0,4.0,16.0,400.0,33.0,21.7,993.1,11.4,0.0,2.4,NE,Huairou,24.0
11,0,178.0,5.0,68.0,2300.0,3.0,5.3,1026.2,4.1,0.0,0.7,ESE,Aotizhongxin,178.0
6,10,17.0,2.0,30.0,500.0,111.0,23.0,1006.2,11.7,0.0,1.6,N,Wanshouxigong,17.0
2,19,56.0,22.0,42.0,900.0,39.0,1.0,1025.0,-9.3,0.0,1.6,SSE,Nongzhanguan,52.0
2,0,75.0,17.0,36.0,600.0,35.0,0.0,1018.0,-17.7,0.0,1.2,NNE,Nongzhanguan,28.0
7,3,59.0,12.0,38.0,1500.0,51.0,24.1,1006.0,14.5,0.0,0.7,SW,Wanliu,30.0
6,7,111.0,11.424,71.4444,,28.0,25.0,995.0,21.9,0.0,0.9,N,Dongsi,101.0
5,17,47.0,7.0,18.0,500.0,234.0,28.6,1009.6,4.8,0.0,2.1,S,Wanshouxigong,47.0
11,22,82.0,4.0,73.0,1500.0,2.0,2.1,1022.1,1.1,0.0,0.2,SW,Aotizhongxin,82.0
2,23,125.0,41.0,56.0,2400.0,2.0,2.8,1003.0,0.2,0.0,1.8,ESE,Changping,130.0
7,2,63.0,8.0,65.0,600.0,12.0,26.5,1002.2,22.1,0.0,1.2,E,Tiantan,52.0
3,10,474.0,38.0,69.0,,26.0,16.6,1008.6,1.8,0.0,1.8,SE,Changping,118.0
1,17,81.0,47.0,79.0,1100.0,23.0,3.0,1015.0,-17.8,0.0,2.5,SE,Changping,42.0
7,15,186.0,8.0,60.0,1100.0,139.0,31.2,995.4,23.6,0.0,1.2,SSE,Wanliu,186.0
2,3,234.0,51.0,99.0,4700.0,6.0,0.0,1008.0,-7.7,0.0,1.7,NNW,Changping,234.0
7,9,33.0,14.0,29.0,200.0,52.0,31.7,997.5,12.5,0.0,1.8,NNE,Wanliu,10.0
1,22,342.0,41.0,57.0,1200.0,24.0,0.6,1022.0,-15.8,0.0,1.8,SE,Tiantan,233.0
6,6,44.0,2.0,60.0,500.0,8.0,16.8,1002.7,12.1,0.0,0.7,ESE,Aotizhongxin,13.0
7,22,46.0,2.0,56.0,800.0,72.0,28.3,995.7,23.0,0.0,1.6,SSW,Gucheng,46.0
8,10,165.0,13.0,77.0,1400.0,89.0,29.4,1008.0,19.1,0.0,0.8,SE,Dongsi,136.0
3,10,124.0,32.0,67.0,1800.0,18.0,6.0,1021.3,-5.7,0.0,1.6,ESE,Wanshouxigong,103.0
6,19,72.0,7.0,43.0,5000.0,83.0,20.6,996.9,14.9,0.0,2.4,SSW,Wanshouxigong,72.0
5,3,28.0,2.0,9.0,300.0,62.0,9.6,1012.2,-6.7,0.0,2.4,NW,Wanliu,27.0
12,3,50.0,7.0,67.0,2000.0,2.0,-5.0,1022.1,-13.1,0.0,1.2,NW,Changping,36.0
5,16,531.0,37.0,34.0,1600.0,256.0,31.3,998.5,14.4,0.0,3.0,SSW,Dongsi,131.0
8,23,127.0,2.0,21.0,1500.0,51.0,27.8,1001.6,24.4,0.0,0.9,SE,Huairou,127.0
4,1,139.0,2.0,92.0,1200.0,4.0,12.8,1010.0,10.5,0.0,1.3,N,Shunyi,139.0
9,3,28.0,2.0,29.0,300.0,2.0,20.5,992.3,13.2,0.0,0.9,NNW,Changping,13.0
5,5,17.0,2.0,38.0,300.0,10.0,6.0,1005.9,4.6,0.0,0.8,WNW,Huairou,17.0
11,15,63.0,12.0,37.0,500.0,48.0,12.0,1025.8,-5.1,0.0,2.1,S,Wanliu,37.0
9,18,92.0,13.0,41.0,800.0,122.0,22.8,1007.0,16.6,0.0,1.7,S,Nongzhanguan,80.0
10,3,36.0,3.0,38.0,800.0,15.0,9.1,1020.4,5.1,0.0,1.6,NW,Dingling,22.0
11,18,95.0,13.0,57.0,700.0,40.0,5.8,1026.3,-6.8,0.0,1.1,SW,Aotizhongxin,63.0
6,4,104.0,15.0,51.0,2000.0,65.0,23.0,999.7,20.5,0.0,0.8,NE,Guanyuan,95.0
10,3,25.0,2.0,2.0,400.0,13.0,6.4,1011.0,2.9,0.0,1.0,NW,Dingling,20.0
6,16,55.0,7.0,9.0,800.0,194.0,32.4,995.2,12.1,0.0,4.0,SSW,Dingling,52.0
9,4,188.0,13.0,89.0,1600.0,16.0,18.3,1004.7,16.3,0.0,0.4,NNE,Wanliu,150.0
12,4,151.0,4.0,53.0,2600.0,14.0,-7.0,1016.5,-7.9,0.0,1.6,WNW,Huairou,151.0
8,0,17.0,3.0,2.0,400.0,70.0,23.8,1001.4,16.8,0.0,0.4,N,Dingling,17.0
9,17,39.0,4.0,19.0,700.0,147.0,29.9,1003.2,14.4,0.0,2.2,S,Changping,22.0
6,18,30.0,2.0,46.0,600.0,88.0,21.6,996.2,21.3,0.0,1.1,E,Aotizhongxin,30.0
6,15,143.0,3.0,36.0,1200.0,196.0,25.9,995.3,20.7,0.0,1.5,WSW,Wanshouxigong,143.0
6,11,56.0,2.0,20.0,700.0,124.0,28.3,999.7,19.8,0.0,1.4,E,Aotizhongxin,56.0
9,12,5.0,3.0,17.0,300.0,60.0,26.6,1013.8,1.8,0.0,1.4,N,Dongsi,3.0
3,7,74.0,27.0,62.0,1500.0,7.0,-1.5,1008.7,-17.7,0.0,1.3,NNW,Changping,53.0
9,7,82.0,2.0,24.0,900.0,10.0,18.7,1006.9,17.4,0.0,0.4,NE,Huairou,82.0
7,23,134.0,10.0,123.0,1000.0,2.0,24.0,997.8,22.1,0.0,0.7,WSW,Wanliu,42.0
